YRO,"Ottawa (Rockcliffe Airport)","Canada"
OUA,"Ouagadougou","Burkina Faso"
OZZ,"Ouarzazate","Maroc"
OUD,"Oujda (Les Angades)","Maroc"
UVE,"Ouvéa","Nouvelle Calédonie"
OVD,"Oviedo (Asturias)","Espagne"
QPA,"Padou","Italie"
PPG,"Pago Pago","Samoa US"
PMO,"Palerme (Punta Raisi)","Italie"
PNA,"Pamplona","Espagne"
PTY,"Panama City (O. Torrijos Herrara)","Panama"
PAC,"Panama City (Paitilla)","Panama"
PPT,"Papeete (Faaa)","Polynésie Française"
PFO,"Paphos (International)","Chypre"
PBM,"Paramaribo (J. A. Pengel)","Suriname"
ORG,"Paramaribo (Zorg en Hoop)","Suriname"
CDG,"Paris (Charles de Gaulle)","France"
LBG,"Paris (Le Bourget)","France"
PAR,"Paris (Metropolian Area)","France"
ORY,"Paris (Orly)","France"
PMF,"Parme","Italie"
PBH,"Paro","Bhoutan"
PAS,"Paros","Grèce"
PYX,"Pattaya","Thaïlande"
PUF,"Pau (Pont Long Uzein)","France"
POL,"Pemba (Porto Amelia)","Mozambique"
PMA,"Pemba Island","Tanzanie"
PEN,"Penang International","Malaisie"
PGX,"Perigueux (Bassillac)","France"
PGF,"Perpignan (Rivesaltes)","France"
PER,"Perth","Australie"
PEW,"Peshawar","Pakistan"
PHW,"Phalaborwa","Afrique du Sud"
PHL,"Philadelphia International Airport","USA"
MUV,"Philadelphie (Mustin ALF)","USA"
PNH,"Phnom Penh (Pochentong)","Cambodge"
PHX,"Phoenix (Sky Harbor International)","USA"
HKT,"Phuket","Thailande"
PSA,"Pise (Galilei)","Italie"
MRU,"Plaisance (S. Ramgoolam)","Maurice"
PDV,"Plovdiv","Bulgarie"
PLH,"Plymouth (Roborough Airport)","Angleterre"
PNI,"Pohnpei International Airport","Micronesia"
PTP,"Pointe a Pitre (Le Raizet)","Guadeloupe"
PNR,"Pointe Noire","Congo"
PIS,"Poitiers (Biard)","France"
PDL,"Ponta Delgada (Sao Miguel)","Açores"
PNK,"Pontianak (Supadio)","Indonésie"
PAP,"Port au Prince","Haïti"
PHC,"Port Harcourt (Omagwa)","Nigeria"
POM,"Port Moresby","Papouasie Nouvelle Guinée"
POS,"Port of Spain (Piarco)","Trinidad et Tobago"
PZU,"Port Soudan","Soudan"
PSY,"Port Stanley","Falklands"
VLI,"Port Vila (Bauerfield)","Vanuatu"
PDX,"Portland International Airport","USA"
OPO,"Porto (Pedras Rubras)","Portugal"
POA,"Porto Alegre (Salgado Filho)","Brésil"
POI,"Potosi (Capitan Nicolas Rojas)","Bolivie"
PRG,"Prague (Ruzyne)","Rép. Tchèque"
RAI,"Praia","Sao Tiago, Cape Verde"
PRI,"Praslin","Seychelles"
PCP,"Principe","Sao Tomé et Principe"
PBC,"Puebla","Mexique"
PEM,"Puerto Maldonado (Padre Aldamiz)","Pérou"
PMC,"Puerto Montt (El Tepual)","Chili"
POP,"Puerto Plata","République Dominicaine"
PPS,"Puerto Princesa International","Philippines"
PVR,"Puerto Vallarta (G. D. Ordaz)","Mexique"
WPU,"Puerto Williams","Chili"
PUJ,"Punta Cana","République Dominicaine"
PUS,"Pusan (Kimhae)","Corée du Sud"
FNJ,"Pyongyang","Corée du Nord"
YQB,"Québec","Qébéc, Canada"
XQP,"Quepos","Costa Rica"
UET,"Quetta","Pakistan"
UIP,"Quimper (Pluguffan)","France"
UIO,"Quito (Mariscal Sucre)","Equateur"
RBA,"Rabat (Sale)","Maroc"
RDU,"Raleigh Durham (Int'l Airport)","USA"
RWP,"Rawalpindi","Pakistan"
REC,"Recife (Guararapes)","Brésil"
RHE,"Reims (Champagne)","France"
RNS,"Rennes (Saint Jacques)","France"
ZRE,"Rethymnon","Grèce"
KEF,"Reykjavik (Keflavik)","Islande"
REK,"Reykjavik","Islande"
RHO,"Rhodes (Diagoras/Maritsa)","Grèce"
RSC,"Riga (Skulte)","Lettonie"
RIX,"Riga (Spilve)","Laettonie"
RJK,"Rijeka","Croatie"
GIG,"Rio de Janeiro (Galeao)","Brésil"
RIO,"Rio de Janeiro (Metropolitan Area)","Brésil"
SDU,"Rio de Janeiro (Santos Dumont)","Brésil"
RUH,"Riyadh (King Khalid)","Arabie Saoudite"
RTB,"Roatan","Honduras"
RDZ,"Rodez","France"
CIA,"Rome (Ciampino)","Italie"
FCO,"Rome (L. de Vinci/Fiumicino)","Italie"
ROM,"Rome (Metropolitan Area)","Italie"
RTM,"Rotterdam","Pays Bas"
URO,"Rouen","France"
RVN,"Rovaniemi","Finlande"
SCN,"Saarbrucken (Ensheim)","Allemagne"
SAB,"Saba","Antilles Néerlandaises"
SBH,"Saint Barthelemy","Guadeloupe"
SBK,"Saint Brieuc","France"
RUN,"Saint Denis (Gillot)","Réunion"
EBU,"Saint Etienne (Boutheon)","France"
XLS,"Saint Louis","Sénégal"
CCE,"Saint Martin (Grand Case)","Guadeloupe"
SID,"Sal (Amilcar Cabral)","Cap Vert"
SLC,"Salt Lake City Internat. Airport","USA"
SSA,"Salvador (Dois de Julho)","Brésil"
SZG,"Salzburg","Autriche"
SKD,"Samarkand","Ouzbékistan"
ADZ,"San Andres Island","Colombie"
NBL,"San Blas","Panama"
BRC,"San Carlos de Bariloche","Argentine"
QSF,"San Francisco (Metropolitan Area)","USA"
SFO,"San Francisco Internat. Airport","USA"
OCO,"San Jose (El Coco)","Costa Rica"
SJO,"San Jose (J. Santamaria)","Costa Rica"
SIG,"San Juan (F. L. Ribas)","Puerto Rico"
SJU,"San Juan (L. Munoz Marin)","Puerto Rico"
SAP,"San Pedro Sula (La Mesa)","Honduras"
SAL,"San Salvador (Internacional)","Salvador"
EAS,"San Sebastian","Espagne"
SAH,"Sana'a (El Rahaba)","Yémen"
VVI,"Santa Cruz (Viru Viru Internat.)","Bolivie"
STM,"Santarem","Brésil"
SCU,"Santiago (Antonio Maceo)","Cuba"
SCQ,"Santiago Compostela (Santiago)","Espagne"
SCL,"Santiago de Chili (A. M. Benitez)","Chili"
ULC,"Santiago de Chili","Chili"
NTO,"Santo Antao","Cape Verde"
SDQ,"Santo Domingo","République Dominicaine"
JTR,"Santorini","Grèce"
SJZ,"Sao Jorge","Açores"
SLZ,"Sao Luis","Brésil"
SNE,"Sao Nicolau","Cap Vert"
CGH,"Sao Paulo (Congonhas)","Brésil"
GRU,"Sao Paulo (Guarulhos)","Brésil"
SAO,"Sao Paulo (Metropolitan Area)","Brésil"
VCP,"Sao Paulo/Campinas (Viracopos)","Brésil"
TMS,"Sao Tome","Sao Tome et Principe"
VXE,"Sao Vicente","Cap Vert"
SPK,"Saporro (Chitose)","Japon"
OKD,"Sapporo (Okadama)","Japon"
ZAZ,"Saragosse","Espagne"
SJJ,"Sarajevo","Bosnie"
ZVK,"Savannakhet","Laos"
BFI,"Seattle (Boeing Field Internat.)","USA"
SEA,"Seattle Tacoma International","USA"
SEL,"Séoul (Kimpo)","Corée du Sud"
SVQ,"Seville (San Pablo)","Espagne"
SFA,"Sfax (Thyna)","Tunisie"
SHA,"Shanghai (Hongqiao)","Chine"
PVG,"Shanghai (Pu Dong)","Chine"
SNN,"Shannon (Limerick)","Irlande"
SHJ,"Sharjah International Airport","EAU"
SSH,"Sharm El Sheikh (Ras Nasrani)","Egypte"
SZX,"Shenzhen","Chine"
SYZ,"Shiraz","Iran"
SII,"Sidi Ifni","Maroc"
REP,"Siem Reap (Angkor)","Cambodge"
SAY,"Siene","Italie"
SIN,"Singapour (Changi Internati)","Singapour"
QPG,"Singapour (Paya Lebar)","Singapour"
SIR,"Sion (Sitten)","Suisse"
SKI,"Skikda","Algérie"
SKU,"Skiros","Grèce"
SKP,"Skopje","Macedoine"
SOF,"Sofia (Vrajdebna)","Bulgarie"
QSO,"Sousse","Tunisie"
SOU,"Southampton (Eastleigh)","Angleterre"
SPU,"Split (Kastel)","Croatie"
STL,"St. Louis International Airport","USA"
MSB,"St. Maarten (Marigot)","Antilles Néerlandaises"
SXM,"St. Maarten (Princ. Juliana)","Antilles Néerlandaises"
QSM,"St. Maarten","Antilles Néerlandaises"
LED,"St. Petersburg (Pulkowo 2)","Russie"
JSZ,"St. Tropez","France"
SVG,"Stavanger (Sola)","Norvège"
SMS,"Ste Marie","Madagascar"
ARN,"Stockholm (Arlanda)","Suède"
BMA,"Stockholm (Bromma)","Suède"
STO,"Stockholm (Metropolitan Area)","Suède"
SXB,"Strasbourg (Entzheim)","France"
STR,"Stuttgart (Echterdingen)","Allemagne"
SRE,"Sucre (J. A. de Padilla)","Bolivie"
SUB,"Surabaya (Juanda)","Indonésie"
SUV,"Suva (Nausori International)","Fidji"
LYR,"Svalbard (Longyearbyen)","Norvège"
SWP,"Swakopmund","Namibie"
RSE,"Sydney (Aurose Bay)","Australie"
SYD,"Sydney (Kingsford Smith)","Australie"
LBH,"Sydney (Palm Beach)","Australie"
TBZ,"Tabriz","Iran"
QTW,"Taejon","Corée du Sud"
TPE,"Taipei (Chiang Kai Shek)","Taiwan"
TSA,"Taipei (Sung Shan)","Taiwan"
TLL,"Tallinn (Yulemiste)","Estonie"
TMR,"Tamanrasset","Algérie"
TMM,"Tamatave","Madagascar"
TMP,"Tampere (Pirkkala)","Finlande"
TNG,"Tanger (Boukhalef)","Maroc"
TAH,"Tanna Island","Vanuatu"
TFR,"Tarbes","France"
QGN,"Tarragona (Reus)","Espagne"
TAS,"Tashkent (Yuzhny)","Ouzbékistan"
TBS,"Tbilisi (Novoalexeyevka)","Georgie"
TGU,"Tegucigalpa (Toncontin)","Honduras"
TLV,"Tel Aviv (Ben Gurion)","Israël"
SDV,"Tel Aviv","Israël"
TFN,"Ténérife (Los Rodeos)","Canaries"
TFS,"Ténérife (Sur Reina Sofia)","Canaries"
TCI,"Ténérife","Canaries"
TER,"Terceira (Aeroporto das Lajes)","Açores"
HTB,"Terre de Bas","Guadeloupe"
THR,"Theran (Qualeh Morgeh Airport)","Iran"
SKG,"Thessalonique (Mikra)","Grèce"
TSR,"Timisoara (Giarmata)","Roumanie"
TOD,"Tioman","Malaisie"
TIA,"Tirana","Albania"
TAB,"Tobago (Scarborough)","Trinidad et Tobago"
HND,"Tokyo (Haneda)","Japon"
TYO,"Tokyo (Metropolitan Area)","Japon"
NRT,"Tokyo (Narita)","Japon"
TLC,"Toluca (A. L. Mateos)","Mexique"
TOM,"Tombouctou","Mali"
YKZ,"Toronto (Buttonville Airfield)","Canada"
YZD,"Toronto (Downsview)","Canada"
YYZ,"Toronto (L. B. Pearson Int'l)","Canada"
YTO,"Toronto (Metropolitan Area)","Canada"
YTZ,"Toronto Island Airport","Canada"
TLN,"Toulon/Hyeres (Le Palyvestre)","France"
TLS,"Toulouse (Blagnac)","France"
TUF,"Tours (Saint Symphorien)","France"
TOE,"Tozeur (Nefta)","Tunisie"
TSF,"Trévise (S. Angelo)","Italie"
TRS,"Trieste (Ronchi dei Legionari)","Italie"
TDD,"Trinidad","Bolivie"
TIP,"Tripoli (Idris)","Libye"
TRV,"Trivandrum (International)","Inde"
YRQ,"Trois Rivieres","Canada"
TRD,"Trondheim (Vaernes)","Norvège"
TRU,"Trujillo","Pérou"
TLE,"Tulear","Madagascar"
TUN,"Tunis (Carthage Airport)","Tunisie"
TRN,"Turin (Caselle)","Italie"
TKU,"Turku","Finlande"
UDR,"Udaipur","Inde"
UPG,"Ujung Pandang (Hasanuddin)","Indonésie"
ULN,"Ulan Bator","Mongolia"
UUD,"Ulan Ude (Mukhino)","Russie"
URC,"Urumqi (Diwopu)","Chine"
USH,"Ushuaia","Argentine"
UII,"Utila Island","Honduras"
VLC,"Valencia","Espagne"
VLL,"Valladolid","Espagne"
VAP,"Valparaiso","Chili"
VAN,"Van","Turquie"
YDT,"Vancouver (Boundary Bay)","Canada"
CXH,"Vancouver (Coal Harbour)","Canada"
YBD,"Vancouver (New Westminster)","Canada"
YVR,"Vancouver Internat. Airport","Canada"
VRA,"Varadero","Cuba"
VNS,"Varanasi","Inde"
VAR,"Varna","Bulgarie"
WAW,"Varsovie (Okecie)","Pologne"
VCE,"Venise (Marco Polo)","Italie"
VER,"Veracruz (General H. Jara)","Mexique"
VRN,"Verone (Villafranca)","Italie"
VFA,"Victoria Falls","Zimbabwe"
VIE,"Vienne (Schwechat)","Autriche"
VTE,"Vientiane (Wattay)","Laos"
VGO,"Vigo","Espagne"
VNO,"Vilnius","Lituanie"
VIT,"Vitoria","Espagne"
VVO,"Vladivostok","Russie"
WHF,"Wadi Halfa","Soudan"
WLS,"Wallis (Hihifo)","Wallis et Futuna"
WVB,"Walvis Bay","Namibia"
DCY,"Washington (Daviess County)","USA"
WAS,"Washington (Metropolitan Area)","USA"
OCW,"Washington (Warren Field)","USA"
IAD,"Washington Dulles International","USA"
AWG,"Washington Municipal Airport","USA"
DCA,"Washington National Airport","USA"
WLG,"Wellington","Nouvelle Zélande"
ERS,"Windhoek (Eros)","Namibie"
YWG,"Winnipeg Internat. Airport","Canada"
WRO,"Wroclaw","Pologne"
SIA,"Xian (Xiguan Airport)","Chine"
RGN,"Yangoon (Mingaladon)","Myanmar"
NSI,"Yaounde (Nsimalen Internat.)","Cameroun"
YAO,"Yaoundé (Nsimalen Internat.)","Cameroun"
EVN,"Yerevan (Zvartnots)","Armenie"
JOG,"Yogyakarta (Adisucipto)","Indonésie"
YOK,"Yokohama","Japon"
ZAD,"Zadar","Croatie"
ZAG,"Zagreb (Pleso)","Croatie"
BBZ,"Zambezi","Zambie"
ZAM,"Zamboanga International","Philippines"
ZNZ,"Zanzibar","Tanzanie"
CGO,"Zhengzhou","Chine"
ZIG,"Ziguinchor","Sénégal"
ZND,"Zinder","Niger"
ZRH,"Zurich (Zürich Kloten)","Suisse"
INU,"Nauru International","Nauru"
PMI,"Palma de Mallorca","Baléares"
WDH,"Windhoek (J. G. Strijdom Inter.)","Namibia"
